codice,anno,lunghezza,duso,dtipologia2,nomequart,geo_point_2d,zona_fiu,length,tipologia2,geometry
1987,Precedente 31/12/2021,252.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.392373722616538, ""lat"": 44.51577867182656 }",SAN DONATO NUOVO,252.10526009638323,Ciclabile,"LINESTRING (11.3909770360401 44.5153044604728, 11.3922263739568 44.5159284472902, 11.3924905001219 44.515971967302, 11.3927108308348 44.5159652128929, 11.3928938466989 44.5159208464636, 11.3931069976267 44.5158843796855, 11.3933938179571 44.5158996922052, 11.3936498043655 44.5158900548414, 11.3938437074959 44.5158571755198)"
841,Precedente 31/12/2021,73.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.31064392611902, ""lat"": 44.507634979604205 }",SAFFI,8.2010197324e-05,Ciclabile,"LINESTRING (11.310643926568373 44.50763497942319, 11.310643925669666 44.50763497978523)"
1021,Precedente 31/12/2021,169.0,Ciclabile,sede propria,Savena,"{ ""lon"": 11.3754087235884, ""lat"": 44.471170434875503 }",VIA TOSCANA - S. RUFFILLO - MONTE DONATO,0.000189497728915,Ciclabile,"LINESTRING (11.3754087240741 44.471170435654, 11.3754087231027 44.471170434097)"
1021,Precedente 31/12/2021,169.0,Ciclabile,sede propria,Santo Stefano,"{ ""lon"": 11.375408723818349, ""lat"": 44.471170435244076 }",MURRI,9.9782710985e-05,Ciclabile,"LINESTRING (11.3754087240741 44.471170435654, 11.375408723562597 44.47117043483414)"
1021,Precedente 31/12/2021,169.0,Ciclabile,sede propria,Santo Stefano,"{ ""lon"": 11.375408723714271, ""lat"": 44.471170435077255 }",MURRI,5.9175083386e-05,Ciclabile,"LINESTRING (11.375408723865945 44.47117043532036, 11.375408723562597 44.47117043483414)"
1547,Precedente 31/12/2021,113.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,San Donato - San Vitale,"{ ""lon"": 11.356414911794642, ""lat"": 44.509709226192477 }",SAN DONATO VECCHIO,0.061028273657062,Pedonale-Ciclabile,"LINESTRING (11.35641455182429 44.50970932134747, 11.356415271765 44.5097091310375)"
1544,Precedente 31/12/2021,109.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.359803717306239, ""lat"": 44.508377125468193 }",SAN DONATO VECCHIO,108.76604617877307,Ciclabile,"LINESTRING (11.3593845132936 44.5085761901237, 11.3594756914754 44.5085012585586, 11.3595318514555 44.5084586950784, 11.3596095007839 44.5084363938726, 11.3596836162826 44.5084289540601, 11.3597462945233 44.5084454111103, 11.3598262123594 44.5084792596921, 11.3599006860744 44.5084806853746, 11.359970073866 44.5084585540356, 11.360026352697 44.5084189464867, 11.3600541935646 44.5083917546558, 11.3600561750764 44.508338475734, 11.3600331330122 44.5082797961233, 11.3599613575712 44.5082428221912, 11.3598380686024 44.5081786336748, 11.3599150577342 44.5080848920207)"
2009,Precedente 31/12/2021,72.0,Percorso naturalistico,pavimentato,Savena,"{ ""lon"": 11.376324854451449, ""lat"": 44.464872329872847 }",LUNGO SAVENA,71.77101550508596,Percorso naturalistico,"LINESTRING (11.3767634985248 44.4647973968944, 11.3758862103781 44.4649472628513)"
1811,Precedente 31/12/2021,77.0,Ciclabile,sede propria,Santo Stefano,"{ ""lon"": 11.357867593127898, ""lat"": 44.487382727657547 }",MURRI,7.59249755860952,Ciclabile,"LINESTRING (11.3578203340883 44.4873779729153, 11.3579148521675 44.4873874823998)"
2045,Precedente 31/12/2021,176.0,Ciclabile,sede propria,Savena,"{ ""lon"": 11.392435226542972, ""lat"": 44.484343456284179 }",FOSSOLO - DUE MADONNE,176.38765586806613,Ciclabile,"LINESTRING (11.3919071610889 44.4847712214583, 11.3927832317342 44.4844809601676, 11.3922588658071 44.4836671033622)"
2186,Precedente 31/12/2021,655.0,Itinerario ciclabile,corsia ciclabile su strada,Borgo Panigale - Reno,"{ ""lon"": 11.301745447652902, ""lat"": 44.491009514144068 }",BARCA,1.656788071336349,Itinerario ciclabile,"LINESTRING (11.3017532432291 44.491014457485, 11.301737652076703 44.491004570803135)"
1856,Precedente 31/12/2021,218.0,Ciclabile,sede propria,Navile,"{ ""lon"": 11.335259981669092, ""lat"": 44.527433521207513 }",BEVERARA,218.33672230866117,Ciclabile,"LINESTRING (11.3341972122004 44.5277959371087, 11.3341909773092 44.5277384524218, 11.3341985825659 44.5276834854878, 11.3342267573154 44.5276519736636, 11.3350577647737 44.5273787100066, 11.3353258579865 44.5273590151047, 11.3354899043366 44.5273387036233, 11.3356704687358 44.5272899303553, 11.3358352898572 44.5272400763133, 11.3359304193841 44.5272141790174, 11.3359820273467 44.5272285532429, 11.335996771244 44.5272535422854, 11.3360057449331 44.527281463852, 11.3360189794578 44.5273177286981, 11.3360360811235 44.5273524872798, 11.3360770548085 44.5273951643542, 11.3361356777744 44.5274374683821, 11.3361799516176 44.5274646243089, 11.3362552817797 44.5275318531934, 11.3362712724274 44.5275876930141, 11.3362749875549 44.5276311519157)"
2081,Precedente 31/12/2021,1084.0,Itinerario ciclabile,corsia ciclabile su strada,Navile,"{ ""lon"": 11.355697985705451, ""lat"": 44.536601649080055 }",CORTICELLA - DOZZA,102.09705471465978,Itinerario ciclabile,"LINESTRING (11.355430978275 44.536183837579, 11.3559649931359 44.5370194605811)"
1860,Precedente 31/12/2021,860.0,Itinerario ciclabile,corsia ciclabile su strada,Santo Stefano,"{ ""lon"": 11.3583494244573, ""lat"": 44.483231357008805 }",MURRI,70.31477458909421,Itinerario ciclabile,"LINESTRING (11.3580303089653 44.4834502366837, 11.3586685399493 44.4830124773339)"
1165,Precedente 31/12/2021,101.0,Ciclabile,sede propria,Borgo Panigale - Reno,"{ ""lon"": 11.308632215543595, ""lat"": 44.498222953922813 }",BARCA,101.48634799446168,Ciclabile,"LINESTRING (11.3092688960187 44.4982026279923, 11.308834830552 44.4982153609262, 11.3082039672498 44.4982340515208, 11.3079967461386 44.4982593369298)"
980,Precedente 31/12/2021,128.0,Ciclabile,sede propria,Santo Stefano,"{ ""lon"": 11.362740408678162, ""lat"": 44.488620861507869 }",MURRI,117.20251961724588,Ciclabile,"LINESTRING (11.3630324612071 44.4891042706628, 11.3624889021451 44.4882054025067, 11.3624537822726 44.4881344752063)"
1445,Precedente 31/12/2021,106.0,Pedonale-Ciclabile,area pedonale,Santo Stefano,"{ ""lon"": 11.342610003041951, ""lat"": 44.494055463855901 }",GALVANI,14.997593171514234,Pedonale-Ciclabile,"LINESTRING (11.3425425398463 44.4941026037005, 11.342677466237602 44.4940083240113)"
2188,Precedente 31/12/2021,275.0,Itinerario ciclabile,corsia ciclabile su strada,Porto - Saragozza,"{ ""lon"": 11.342348617742868, ""lat"": 44.499065749772818 }",MARCONI,1.028614846504134,Itinerario ciclabile,"LINESTRING (11.342350980508137 44.499070058095235, 11.3423462549776 44.4990614414504)"
2039,Precedente 31/12/2021,658.0,Ciclabile,corsia ciclabile su strada,Navile,"{ ""lon"": 11.334747313307378, ""lat"": 44.508443730830543 }",BOLOGNINA,425.13809037971794,Ciclabile,"LINESTRING (11.3373746036592 44.5080910020806, 11.335818542531 44.508297062469, 11.3325144613239 44.5087471202866, 11.332120188125323 44.50879764313978)"
2039,Precedente 31/12/2021,658.0,Ciclabile,corsia ciclabile su strada,Navile,"{ ""lon"": 11.332120187973116, ""lat"": 44.508797643159284 }",BOLOGNINA,2.4591476649e-05,Ciclabile,"LINESTRING (11.332120188125323 44.50879764313978, 11.332120187820909 44.50879764317879)"
1983,Precedente 31/12/2021,194.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.38534062224111, ""lat"": 44.512030835667034 }",SAN DONATO NUOVO,194.3373947938693,Ciclabile,"LINESTRING (11.3862784139212 44.5125903359536, 11.3861460972391 44.5125158006775, 11.3854300912134 44.5120845384808, 11.3850839188812 44.5118777011797, 11.3844054489673 44.5114668752009)"
550,Precedente 31/12/2021,68.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,Navile,"{ ""lon"": 11.341799496293536, ""lat"": 44.513390186431124 }",BOLOGNINA,67.6897476769466,Pedonale-Ciclabile,"LINESTRING (11.3420055668533 44.5136560688483, 11.3416178244767 44.5131562062361, 11.3415969965587 44.5131218486904)"
1054,Precedente 31/12/2021,139.0,Pedonale-Ciclabile,area pedonale,Porto - Saragozza,"{ ""lon"": 11.3429000788955, ""lat"": 44.499053309378844 }",MALPIGHI,0.144165294604565,Pedonale-Ciclabile,"MULTILINESTRING ((11.342901338885008 44.49905330916918, 11.342899527711964 44.499053299324736), (11.342346172309355 44.49906133061179, 11.342346171616517 44.49906132968286))"
1976,Precedente 31/12/2021,735.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.339551383066617, ""lat"": 44.486422732118783 }",MALPIGHI,4.0305209659e-05,Ciclabile,"LINESTRING (11.3395513828181 44.486422732154, 11.339551383315134 44.486422732083575)"
1976,Precedente 31/12/2021,735.0,Ciclabile,sede propria,Santo Stefano,"{ ""lon"": 11.339551383370278, ""lat"": 44.486422732075766 }",GALVANI,8.943035028e-06,Ciclabile,"LINESTRING (11.339551383315134 44.486422732083575, 11.33955138342542 44.48642273206795)"
1795,Precedente 31/12/2021,267.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,San Donato - San Vitale,"{ ""lon"": 11.373477761394808, ""lat"": 44.506046663426815 }",SAN DONATO VECCHIO,266.42126776770044,Pedonale-Ciclabile,"LINESTRING (11.372027704685 44.5054578386126, 11.3723833231916 44.5055983387089, 11.3726831672096 44.5057167166927, 11.3729953384374 44.5058449620702, 11.3737016291306 44.5061178962988, 11.3738196986415 44.506169366838, 11.3739724184047 44.5062342522287, 11.3740921999669 44.506290388539, 11.3745377098726 44.5065032958298, 11.3749099254922 44.5066768410889)"
761,Precedente 31/12/2021,253.0,Ciclabile,sede propria,Borgo Panigale - Reno,"{ ""lon"": 11.285588348600035, ""lat"": 44.515854827305205 }",BORGO PANIGALE,252.61944374101085,Ciclabile,"LINESTRING (11.28452096485 44.5152310786046, 11.2846159709484 44.5151688419472, 11.2847931221963 44.5152827077522, 11.2849610584075 44.5153871336077, 11.2851134009978 44.5154213183256, 11.285173962407 44.5154344172122, 11.2852883846598 44.5155121990303, 11.2853708903642 44.5155682849477, 11.2856611403229 44.5157655935295, 11.2857732585077 44.5158418109986, 11.2858649568545 44.5159197696696, 11.2860368453874 44.5161635888255, 11.2860768921337 44.5162203942648, 11.2861682334312 44.5163649898279, 11.2863301350417 44.5166265159938, 11.2863622308463 44.5166307030087, 11.2862334692884 44.5168013996725)"
620,Precedente 31/12/2021,47.0,Pedonale-Ciclabile,promiscuo ciclopedonale,San Donato - San Vitale,"{ ""lon"": 11.3758459068143, ""lat"": 44.483028272764329 }",CIRENAICA - MASSARENTI - SCANDELLARA,46.773524973418155,Pedonale-Ciclabile,"LINESTRING (11.376104843760201 44.482928622883456, 11.3755869698684 44.4831279226452)"
2006,Precedente 31/12/2021,164.0,Percorso naturalistico,sterrato,San Donato - San Vitale,"{ ""lon"": 11.388054243826794, ""lat"": 44.500310049494118 }",CIRENAICA - MASSARENTI - SCANDELLARA,164.01145814011963,Percorso naturalistico,"LINESTRING (11.388391109707 44.5010037489439, 11.3883948688662 44.5009245158707, 11.3876774020937 44.499625652378)"
1492,Precedente 31/12/2021,51.0,Pedonale-Ciclabile,area pedonale,Porto - Saragozza,"{ ""lon"": 11.342405115401831, ""lat"": 44.495464914851233 }",MALPIGHI,50.185511682120115,Pedonale-Ciclabile,"LINESTRING (11.342713690490106 44.49541884228915, 11.3421809701372 44.4954979184381, 11.3420971063307 44.495514283956)"
1816,Precedente 31/12/2021,101.0,Pedonale-Ciclabile,promiscuo ciclopedonale,Navile,"{ ""lon"": 11.332056494853685, ""lat"": 44.514373764301588 }",BEVERARA,100.64800545536335,Pedonale-Ciclabile,"LINESTRING (11.3321930785199 44.5147124017393, 11.3323442614316 44.5146177429793, 11.3318847953018 44.5141948459076, 11.3317282139988 44.5140560437307, 11.3316736999187 44.5140281212605)"
2165,Precedente 31/12/2021,138.0,Ciclabile,corsia ciclabile su strada,Porto - Saragozza,"{ ""lon"": 11.332432272673097, ""lat"": 44.49295348680208 }",MALPIGHI,60.94053343645093,Ciclabile,"LINESTRING (11.3322883714673 44.4926984005236, 11.3323530658097 44.4928279363789, 11.332584644344 44.493203861088)"
383,Precedente 31/12/2021,807.0,Percorso naturalistico,sterrato,Navile,"{ ""lon"": 11.344137397667446, ""lat"": 44.535343280939991 }",BERTALIA - NOCE,805.7557669579095,Percorso naturalistico,"LINESTRING (11.3458723085601 44.5386913774958, 11.3457863148535 44.538528942428, 11.3457475630861 44.5384630241272, 11.3457245815572 44.5382582119983, 11.3456633997766 44.5380002708516, 11.3456344222772 44.5378237814933, 11.345587245608 44.5376695115607, 11.3455455733793 44.537563158859, 11.34539827396 44.5374043943741, 11.3450809537098 44.5370941758828, 11.3449183923886 44.5369085700076, 11.3447783014173 44.5367491768959, 11.3446492138507 44.5365971634114, 11.3445855704862 44.5364782179579, 11.3445314094816 44.5362656329457, 11.3445067583062 44.5361211443608, 11.3443511201849 44.5357768510234, 11.3442795089857 44.535528253531, 11.3441848638664 44.5353677848232, 11.344055242416 44.5352025375686, 11.3439300895598 44.5350184440996, 11.3438827061428 44.5349071243598, 11.3438110133862 44.5347886340371, 11.3435808761645 44.5343289157515, 11.3433509019806 44.5339357749337, 11.3431911003396 44.5336250434497, 11.3430335751764 44.5333047952082, 11.3428614315932 44.5330171469419, 11.3427697542839 44.5328667836883, 11.3427331372508 44.5327572306485, 11.3426578006522 44.5325514716345, 11.3425319443341 44.5322858404436, 11.342521179118 44.5321892716006, 11.3424312360707 44.5320740000758, 11.3423912683053 44.5320319853584, 11.3423533815281 44.5319711083454)"
1824,Precedente 31/12/2021,135.0,Ciclabile,corsia preferenziale bus/bici,San Donato - San Vitale,"{ ""lon"": 11.35962907508285, ""lat"": 44.498565327091455 }",CIRENAICA - MASSARENTI - SCANDELLARA,10.08131033615418,Ciclabile,"LINESTRING (11.3595810303239 44.4985949116354, 11.3596771198418 44.4985357425475)"
1180,Precedente 31/12/2021,124.0,Percorso naturalistico,sterrato,Navile,"{ ""lon"": 11.333634027743162, ""lat"": 44.514240300927923 }",BOLOGNINA,124.48278556846489,Percorso naturalistico,"LINESTRING (11.3333625093834 44.5137147175201, 11.3337297027338 44.5144270010149, 11.3339074385893 44.5147648988254)"
1995,Precedente 31/12/2021,625.0,Itinerario ciclabile,promiscuo veicolare,Borgo Panigale - Reno,"{ ""lon"": 11.278168875724107, ""lat"": 44.528846895718317 }",BIRRA - BARGELLINO - LAVINO,625.3236031046438,Itinerario ciclabile,"LINESTRING (11.2785116201281 44.531227184981, 11.2784402866987 44.5311752897285, 11.2783857759717 44.5311097624159, 11.2782267506665 44.5308913151253, 11.2778391813055 44.5303238595097, 11.2769609467077 44.5290552422562, 11.2771987793156 44.5284414398551, 11.2772871582366 44.5283055638867, 11.2774673796719 44.5282036061681, 11.2788023992106 44.5278075921473, 11.2796534029589 44.5275474675436, 11.2800926630435 44.5274123238873, 11.280351554159 44.5273490728141)"
2206,Precedente 31/12/2021,438.0,Itinerario ciclabile,promiscuo veicolare,San Donato - San Vitale,"{ ""lon"": 11.409931179589302, ""lat"": 44.506728893494071 }",CROCE DEL BIACCO - ROVERI,291.5342453058733,Itinerario ciclabile,"LINESTRING (11.411537331978 44.5072098578933, 11.4111880355996 44.5071525715525, 11.4107780834589 44.5070598135935, 11.4104574934253 44.5069841289529, 11.4100392590201 44.5068575979017, 11.4097687949344 44.5067595237119, 11.4094705970378 44.5066374472828, 11.4091945870986 44.5064950444229, 11.4089853780389 44.5063787700061, 11.4087610162025 44.5062133722604, 11.4086403674247 44.5060782920397, 11.4085209363787 44.5058906387755)"
1924,Precedente 31/12/2021,404.0,Ciclabile,corsia preferenziale bus/bici,Santo Stefano,"{ ""lon"": 11.344597791916888, ""lat"": 44.501811816907455 }",IRNERIO,1.289403419569249,Ciclabile,"LINESTRING (11.344599312480677 44.501817515679406, 11.3445962713531 44.5018061181355)"
1936,Precedente 31/12/2021,384.0,Ciclabile,corsia preferenziale bus/bici,Santo Stefano,"{ ""lon"": 11.348507372162921, ""lat"": 44.491341810791255 }",GALVANI,59.99027645401057,Ciclabile,"LINESTRING (11.3481441825504 44.4914090198399, 11.3484901621201 44.4913535094437, 11.348867363605 44.4912590077311)"
1107,Precedente 31/12/2021,480.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.391066950695551, ""lat"": 44.494025759064428 }",CROCE DEL BIACCO - ROVERI,0.00016746001595,Ciclabile,"LINESTRING (11.391066950244186 44.49402575838371, 11.391066951146916 44.494025759745156)"
2065,Precedente 31/12/2021,155.0,Pedonale-Ciclabile,promiscuo ciclopedonale,Savena,"{ ""lon"": 11.377070549437594, ""lat"": 44.470873252461644 }",PONTEVECCHIO - MAZZINI,0.568980192563253,Pedonale-Ciclabile,"LINESTRING (11.377067995052986 44.47087146110877, 11.3770731038222 44.4708750438145)"
950,Precedente 31/12/2021,421.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,San Donato - San Vitale,"{ ""lon"": 11.360825479964696, ""lat"": 44.518195671257075 }",SAN DONATO VECCHIO,0.817352327227075,Pedonale-Ciclabile,"MULTILINESTRING ((11.361471361540165 44.51955098788222, 11.36147129080032 44.519550879235794), (11.360816520966408 44.51817622996496, 11.360812714997447 44.51816952635346))"
1131,Precedente 31/12/2021,185.0,Ciclabile,corsia ciclabile su strada,Santo Stefano,"{ ""lon"": 11.353151166993293, ""lat"": 44.503029468950878 }",IRNERIO,184.92654200619236,Ciclabile,"LINESTRING (11.3526818110807 44.5023063633337, 11.3527938772326 44.502347888451, 11.3528903568896 44.5024890635316, 11.3530038499661 44.5027071611253, 11.3532157052606 44.5031375985892, 11.3534405479781 44.5036217714029, 11.3535421836958 44.5038266462295)"
1925,Precedente 31/12/2021,387.0,Ciclabile,corsia preferenziale bus/bici,Porto - Saragozza,"{ ""lon"": 11.332418562421543, ""lat"": 44.493936833793001 }",MALPIGHI,98.78391155353681,Ciclabile,"LINESTRING (11.3330180514909 44.4938217312031, 11.3327621525521 44.4938683215026, 11.3318196658725 44.4940550535284)"
1969,Precedente 31/12/2021,97.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,Porto - Saragozza,"{ ""lon"": 11.331612188495351, ""lat"": 44.499612430730558 }",MARCONI,39.78565961484482,Pedonale-Ciclabile,"LINESTRING (11.3316448673605 44.4997899142662, 11.3315795096302 44.4994349471949)"
1976,Precedente 31/12/2021,735.0,Ciclabile,sede propria,Santo Stefano,"{ ""lon"": 11.344347676108784, ""lat"": 44.485842278940027 }",GALVANI,393.6666160439877,Ciclabile,"MULTILINESTRING ((11.3395518098736 44.4864226716499, 11.339607577312238 44.4864147705293), (11.341969736126288 44.486121930355516, 11.3426913954792 44.4860442989094, 11.3444258654225 44.4858352117688, 11.346330331908 44.4855988796145, 11.346701494178022 44.48555689489104), (11.347289913712421 44.48549033470045, 11.3473449720619 44.4854841066709, 11.347350495003381 44.48548342763289), (11.348636557176784 44.48533616657164, 11.3486694820535 44.4853327861143))"
1681,Precedente 31/12/2021,365.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.356660357094299, ""lat"": 44.497655001496369 }",CIRENAICA - MASSARENTI - SCANDELLARA,100.08112773001177,Ciclabile,"LINESTRING (11.35661216809 44.498103999856, 11.356708546098599 44.49720600313674)"
1728,Precedente 31/12/2021,336.0,Ciclabile,corsia preferenziale bus/bici,Porto - Saragozza,"{ ""lon"": 11.343939323399415, ""lat"": 44.501301581490836 }",MARCONI,74.72455686414357,Ciclabile,"LINESTRING (11.3434891763869 44.5013978161887, 11.34438947041193 44.50120534679298)"
568,Precedente 31/12/2021,411.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.357964593620782, ""lat"": 44.501865659062886 }",CIRENAICA - MASSARENTI - SCANDELLARA,8.3082819708e-05,Ciclabile,"LINESTRING (11.357964593313758 44.50186565936533, 11.357964593927807 44.50186565876044)"
492,Precedente 31/12/2021,390.0,Percorso naturalistico,sterrato,Savena,"{ ""lon"": 11.382081355595517, ""lat"": 44.461619957580361 }",LUNGO SAVENA,390.16385705907817,Percorso naturalistico,"LINESTRING (11.3833285435292 44.4626946311845, 11.3831952821666 44.4622991853304, 11.3831211101821 44.4620831681309, 11.3830657262351 44.4619269791079, 11.3830524754704 44.4618029314329, 11.3831274136901 44.4616401247899, 11.3828547194198 44.4616244772624, 11.3826919642494 44.4615696150971, 11.3825419326004 44.4614931190863, 11.3824775140307 44.4614478503075, 11.3821077718991 44.4611195606284, 11.3819055131327 44.4611395523707, 11.3815005063619 44.4612944570827, 11.3807864281765 44.4615444119865, 11.3802343478435 44.4617319262002)"
2076,Precedente 31/12/2021,1111.0,Itinerario ciclabile,corsia ciclabile su strada,Borgo Panigale - Reno,"{ ""lon"": 11.254086787316757, ""lat"": 44.524707123029891 }",BORGO PANIGALE,790.4264580889932,Itinerario ciclabile,"LINESTRING (11.249577693973485 44.526196144975046, 11.2507617129985 44.5258062862918, 11.2523207942048 44.5252973823635, 11.2545065873553 44.5245780442948, 11.25551243619 44.5242400817303, 11.2578185416565 44.5234617718097, 11.2581102948669 44.5233561289164, 11.2585103324562 44.5232041905974, 11.2585839770193 44.5231840528196)"
1247,Precedente 31/12/2021,524.0,Ciclabile,sede propria,Borgo Panigale - Reno,"{ ""lon"": 11.257951418526455, ""lat"": 44.502353338908975 }",BORGO PANIGALE,524.1814627352444,Ciclabile,"LINESTRING (11.2556720227767 44.5032352937683, 11.2571909343119 44.5027607625506, 11.2568272370046 44.5021662698759, 11.2569268011722 44.502136894592, 11.2571849288644 44.5020441795778, 11.2573685349942 44.5019891839122, 11.2574650213604 44.5019736792116, 11.2575852354371 44.5019712985087, 11.2577226091707 44.5019761310611, 11.2578835356271 44.5019895536606, 11.2582800291616 44.5020360074479, 11.2586425530509 44.5020770223552, 11.2587568032778 44.5020837718845, 11.2589067882854 44.5020867925065, 11.2590923322235 44.5020815317971, 11.2593537431192 44.5020732251542, 11.259511812896 44.5020670149056, 11.2598343914105 44.5020574704695, 11.2600096344539 44.5020584574031, 11.26012164416 44.502062244034, 11.2601957034212 44.5020667887762, 11.2602596699131 44.5020836212415, 11.2603400541171 44.5021952434046, 11.2604130195916 44.5023229184411, 11.2605606510542 44.5022946669007)"
2178,Precedente 31/12/2021,276.0,Ciclabile,corsia ciclabile su strada,Porto - Saragozza,"{ ""lon"": 11.329539311922685, ""lat"": 44.490478319993521 }",SARAGOZZA - SAN LUCA,0.825283623865852,Ciclabile,"LINESTRING (11.3295443879856 44.490479086184, 11.329534235859771 44.49047755380304)"
699,Precedente 31/12/2021,107.0,Ciclabile,sede propria,Borgo Panigale - Reno,"{ ""lon"": 11.262596598116033, ""lat"": 44.503371726476374 }",BORGO PANIGALE,106.89288250565991,Ciclabile,"LINESTRING (11.2629549399445 44.5037550001671, 11.2629174033452 44.5037475815315, 11.2628822551883 44.5037278059366, 11.2628514089401 44.5036710199536, 11.2628007582551 44.5036208039577, 11.262739129678 44.5035831264118, 11.2626922121625 44.5035553964664, 11.2623653579491 44.5030310839209, 11.2623413444614 44.5030028786004, 11.2623002313083 44.5029770855676, 11.2622574506744 44.5029701945974)"
451,Precedente 31/12/2021,128.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.358279248029689, ""lat"": 44.497869271245285 }",CIRENAICA - MASSARENTI - SCANDELLARA,128.35905252286696,Ciclabile,"LINESTRING (11.3574879806816 44.4979833436394, 11.3577987036559 44.4979375156671, 11.3582464536808 44.4978737038368, 11.3587705863076 44.4977985746726, 11.3590709555828 44.497758327703)"
1521,Precedente 31/12/2021,68.0,Ciclabile,sede propria,Savena,"{ ""lon"": 11.373936079004624, ""lat"": 44.465985742475581 }",VIA TOSCANA - S. RUFFILLO - MONTE DONATO,38.38606728683719,Ciclabile,"LINESTRING (11.3737081838359 44.4660437962163, 11.3737864635929 44.4660210690563, 11.3739454970386 44.4659799530347, 11.374165982474853 44.46593609084802)"
2206,Precedente 31/12/2021,438.0,Itinerario ciclabile,promiscuo veicolare,San Donato - San Vitale,"{ ""lon"": 11.41271588769575, ""lat"": 44.507365735070294 }",CROCE DEL BIACCO - ROVERI,103.09251475194795,Itinerario ciclabile,"LINESTRING (11.4133536837683 44.5074485936388, 11.4120780916232 44.5072828765018)"
2165,Precedente 31/12/2021,138.0,Ciclabile,corsia ciclabile su strada,Porto - Saragozza,"{ ""lon"": 11.332748616826787, ""lat"": 44.493435244110842 }",MALPIGHI,57.95154683353028,Ciclabile,"LINESTRING (11.332584644344 44.493203861088, 11.3326617687045 44.4933007554461, 11.3329054391727 44.4936718040838)"
2037,Precedente 31/12/2021,302.0,Percorso naturalistico,pavimentato,Borgo Panigale - Reno,"{ ""lon"": 11.301746198867011, ""lat"": 44.495238900015288 }",BARCA,302.24725684455564,Percorso naturalistico,"LINESTRING (11.3002952161112 44.4948270067962, 11.3003438276681 44.49480091136, 11.3004287402007 44.4947964957844, 11.3019164673538 44.494950283506, 11.3020210144183 44.4949808057426, 11.3020620556098 44.4950111121894, 11.3027787477109 44.4963315791937)"
965,Precedente 31/12/2021,310.0,Ciclabile,sede propria,Navile,"{ ""lon"": 11.367682092059272, ""lat"": 44.532709350381623 }",CORTICELLA - DOZZA,309.8150415459797,Ciclabile,"LINESTRING (11.3681270540322 44.5340402858961, 11.3680616586978 44.5340294091378, 11.3680218072604 44.5339790047194, 11.3679549899467 44.5337096921467, 11.3678991744408 44.5334572316667, 11.3678194566328 44.5332052600821, 11.3676735379235 44.5326986245249, 11.3675651502038 44.5323424153678, 11.3674897925258 44.5320367448283, 11.3674340237834 44.5316355930473, 11.3673906158126 44.5315828454821, 11.3673616397339 44.5315468688958, 11.3673473092464 44.5314569534484, 11.3672168249351 44.5314065248415)"
708,Precedente 31/12/2021,110.0,Pedonale-Ciclabile,promiscuo ciclopedonale,Borgo Panigale - Reno,"{ ""lon"": 11.27159116521775, ""lat"": 44.520208157702001 }",BORGO PANIGALE,110.03138008442559,Pedonale-Ciclabile,"LINESTRING (11.2718809183215 44.5206577581693, 11.271301412114 44.5197585572347)"
1584,2022,1094.0,Itinerario ciclabile,corsia ciclabile su strada,Borgo Panigale - Reno,"{ ""lon"": 11.271721640024154, ""lat"": 44.529193194289277 }",BIRRA - BARGELLINO - LAVINO,1093.6274483731793,Itinerario ciclabile,"LINESTRING (11.2747252413722 44.5252580487311, 11.2747479784488 44.5253811023464, 11.2748261851848 44.5255041317993, 11.2750838291955 44.5259472874288, 11.2742113656423 44.5262670917476, 11.274004456116 44.5263437964872, 11.2738805613455 44.526400098183, 11.2737103348664 44.5265003629212, 11.2736583383287 44.5265530556169, 11.2736200806525 44.5266023352205, 11.273451380989 44.5268196342578, 11.2727171812765 44.5277723757538, 11.2719859023293 44.5287148166839, 11.2715403782355 44.5292947965896, 11.2712886675672 44.529622269223, 11.2707593477892 44.53032200791, 11.270118984446 44.5311556866777, 11.2699062783815 44.5314411985228, 11.2694695068904 44.5320013840507, 11.2691076349346 44.5324945849034, 11.2685378366302 44.5332417311695, 11.2681764506831 44.5333520603697)"
2108,Precedente 31/12/2021,750.0,Ciclabile,corsia preferenziale bus/bici,Porto - Saragozza,"{ ""lon"": 11.30774068343025, ""lat"": 44.490702995617951 }",SARAGOZZA - SAN LUCA,43.201192544943325,Ciclabile,"LINESTRING (11.3074912648217 44.4907798777872, 11.3079901020388 44.4906261134487)"
