codice,anno,lunghezza,duso,dtipologia2,nomequart,geo_point_2d,zona_fiu,length,tipologia2,geometry
2039,Precedente 31/12/2021,658.0,Ciclabile,corsia ciclabile su strada,Navile,"{ ""lon"": 11.332110408487006, ""lat"": 44.508798896319639 }",BEVERARA,0.706847240046844,Ciclabile,"LINESTRING (11.3321147834904 44.5087983356991, 11.332106033483612 44.50879945694018)"
488,Precedente 31/12/2021,76.0,Percorso naturalistico,sterrato,Savena,"{ ""lon"": 11.386780121773661, ""lat"": 44.466301525923541 }",PONTEVECCHIO - MAZZINI,76.12089784080537,Percorso naturalistico,"LINESTRING (11.3872489082684 44.4663712661361, 11.3869267193092 44.4663183242218, 11.3866290644264 44.4662698508012, 11.3863086462834 44.4662590613495)"
1148,Precedente 31/12/2021,196.0,Ciclabile,corsia ciclabile su strada,Navile,"{ ""lon"": 11.335172840459286, ""lat"": 44.517056856090285 }",BOLOGNINA,125.43032064501791,Ciclabile,"MULTILINESTRING ((11.3334931876221 44.5170646057508, 11.333495352506715 44.51706459725846), (11.334387661656733 44.51706109693966, 11.3356403375849 44.5170561829868, 11.3358951940424 44.5170467376467, 11.3359622670517 44.5170409703286))"
694,Precedente 31/12/2021,251.0,Percorso naturalistico,sterrato,Navile,"{ ""lon"": 11.334343914013516, ""lat"": 44.520514902682194 }",BEVERARA,250.84764763983378,Percorso naturalistico,"LINESTRING (11.3348783755962 44.5214640238962, 11.334382559024 44.5210925157263, 11.3343161021107 44.521020701427, 11.3342887432582 44.5208907197913, 11.3342748239586 44.5208197998429, 11.3342810305738 44.5207682449339, 11.3343015219125 44.5207282636743, 11.334268662406 44.5203254354405, 11.3342173046628 44.5200119943948, 11.3341747419278 44.519779467724, 11.3341605554091 44.5194969080168, 11.3341804548185 44.5193738652737)"
2130,Precedente 31/12/2021,138.0,Ciclabile,,San Donato - San Vitale,"{ ""lon"": 11.358285943481096, ""lat"": 44.499283757319347 }",CIRENAICA - MASSARENTI - SCANDELLARA,96.62602476648254,,"LINESTRING (11.3587953848157 44.4995232191425, 11.3584976007797 44.499372174779, 11.3577704476468 44.4990571862749)"
2237,2022,122.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.318790741695564, ""lat"": 44.49701189402262 }",SARAGOZZA - SAN LUCA,2.2623676917e-05,Ciclabile,"LINESTRING (11.3187907415926 44.4970118939524, 11.318790741798527 44.49701189409284)"
2262,2023,369.0,Itinerario ciclabile,corsia ciclabile su strada,Navile,"{ ""lon"": 11.309885582373095, ""lat"": 44.513955635655584 }",BERTALIA - NOCE,369.473550323258,Itinerario ciclabile,"LINESTRING (11.311867158534529 44.51407547316499, 11.311689516123574 44.51407690331214, 11.311529328278084 44.51405191481638, 11.311394279768908 44.514008892705746, 11.311211312366273 44.51392400354811, 11.310937099704669 44.513752838395675, 11.31069972060794 44.51363095717373, 11.310512732952697 44.51358865217433, 11.310373381247434 44.51357947413254, 11.310208640835226 44.51359481030844, 11.310032813467224 44.51363266949207, 11.309607028936933 44.513773310483494, 11.309346773099 44.51387179920282, 11.308730795854965 44.51419058141601, 11.308502000346127 44.51429060022531, 11.308526096925112 44.514327283645144, 11.308536004739974 44.51435927545259, 11.30852986149888 44.51440088269397, 11.30851135398728 44.51443592501264, 11.308485578813322 44.51446245468215, 11.308451824789083 44.51448418560536, 11.308409226671987 44.51450114329648, 11.308339508309572 44.514510602747, 11.308269055148969 44.514501504365406, 11.308243057983807 44.514493127088855, 11.308205627759424 44.51447307085861, 11.308172667666616 44.51444897258568, 11.308155136171415 44.514421464594655, 11.308141465359629 44.514382113223334, 11.308140365757462 44.51435428229148, 11.308152900842922 44.51431934224356)"
2275,2023,389.0,Itinerario ciclabile,corsia ciclabile su strada,Savena,"{ ""lon"": 11.391788376342987, ""lat"": 44.476956557923579 }",PONTEVECCHIO - MAZZINI,111.31398663240616,Itinerario ciclabile,"MULTILINESTRING ((11.39067282068825 44.477386186598714, 11.391578497503005 44.477038383466066, 11.391578556337858 44.47703836038504), (11.392480245847356 44.47668462583479, 11.392480277112396 44.476684613569454, 11.392480351752729 44.47668458467581), (11.392615709384536 44.47663218705951, 11.392615729285932 44.476632179355576, 11.39261575730221 44.47663216872082), (11.393461231117884 44.47631123361642, 11.393461617233273 44.47631108705011, 11.39377824706965 44.476188532196666, 11.393787765241896 44.476184936547156))"
2268,2023,160.0,Itinerario ciclabile,corsia ciclabile su strada,Santo Stefano,"{ ""lon"": 11.376286076403053, ""lat"": 44.476284958527046 }",MURRI,33.2177187754575,Itinerario ciclabile,"LINESTRING (11.376466570777403 44.47620986462857, 11.376105582028703 44.47636005242553)"
1018,Precedente 31/12/2021,299.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.389390104993351, ""lat"": 44.49068927163934 }",CIRENAICA - MASSARENTI - SCANDELLARA,120.28516821740835,Ciclabile,"MULTILINESTRING ((11.3889147275004 44.4899329400358, 11.3889601626503 44.4900123224506), (11.3891424103561 44.4902972442449, 11.3892096682123 44.490391766063, 11.3897090481281 44.491207479393))"
1924,Precedente 31/12/2021,404.0,Ciclabile,corsia preferenziale bus/bici,Porto - Saragozza,"{ ""lon"": 11.3449604696295, ""lat"": 44.503083718415056 }",MARCONI,70.23453058517373,Ciclabile,"LINESTRING (11.3450444629248 44.5033939732198, 11.3448764763342 44.5027734636103)"
2186,Precedente 31/12/2021,655.0,Itinerario ciclabile,corsia ciclabile su strada,Borgo Panigale - Reno,"{ ""lon"": 11.301368535182771, ""lat"": 44.490692083814366 }",BARCA,90.7740304314677,Itinerario ciclabile,"LINESTRING (11.301737652076703 44.491004570803135, 11.301695947042 44.4909781247522, 11.3016546710397 44.4909199882631, 11.3015581444108 44.4908287920503, 11.3014385732104 44.490738904368, 11.3009826408124 44.4903961786241)"
2157,Precedente 31/12/2021,141.0,Pedonale-Ciclabile,promiscuo ciclopedonale,Navile,"{ ""lon"": 11.318364808947031, ""lat"": 44.521997297705681 }",BERTALIA - NOCE,141.17965637076531,Pedonale-Ciclabile,"LINESTRING (11.31886845719 44.5216029644884, 11.3187883521695 44.52174626165, 11.3188798068742 44.5218608472467, 11.3177593990361 44.5222139423951, 11.3176375456739 44.5222782253331)"
2189,Precedente 31/12/2021,253.0,Ciclabile,corsia ciclabile su strada,Porto - Saragozza,"{ ""lon"": 11.34221259088385, ""lat"": 44.498706701804352 }",MALPIGHI,32.04998267693172,Ciclabile,"LINESTRING (11.3421759475476 44.498564895769, 11.3422492342201 44.4988485078397)"
2027,Precedente 31/12/2021,64.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.360021317922101, ""lat"": 44.496520931976946 }",CIRENAICA - MASSARENTI - SCANDELLARA,63.64756243105809,Ciclabile,"LINESTRING (11.360411684271 44.496583800447, 11.3596309515732 44.4964580635069)"
2228,Precedente 31/12/2021,59.0,Itinerario ciclabile,promiscuo veicolare,Porto - Saragozza,"{ ""lon"": 11.311685059486162, ""lat"": 44.498025724330546 }",SARAGOZZA - SAN LUCA,4.7781171294e-05,Itinerario ciclabile,"LINESTRING (11.311685059192062 44.498025724374294, 11.311685059780265 44.49802572428679)"
2228,Precedente 31/12/2021,59.0,Itinerario ciclabile,promiscuo veicolare,Porto - Saragozza,"{ ""lon"": 11.311685438415882, ""lat"": 44.498025667957847 }",SARAGOZZA - SAN LUCA,0.061514787664596,Itinerario ciclabile,"LINESTRING (11.311685059780265 44.49802572428679, 11.3116858170515 44.4980256116289)"
1168,Precedente 31/12/2021,94.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.311856908224525, ""lat"": 44.493546880910742 }",SARAGOZZA - SAN LUCA,93.5343858978819,Ciclabile,"LINESTRING (11.3118260339597 44.493959264277, 11.3118007576029 44.4939269816891, 11.3119174702151 44.4931266084058)"
1980,Precedente 31/12/2021,470.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.326932146684108, ""lat"": 44.4993897331235 }",MARCONI,7.085986993714595,Ciclabile,"LINESTRING (11.3269706957062 44.4993737522552, 11.326893597662014 44.4994057139918)"
718,Precedente 31/12/2021,176.0,Ciclabile,sede propria,Borgo Panigale - Reno,"{ ""lon"": 11.280203830721311, ""lat"": 44.51801511611599 }",BORGO PANIGALE,176.06191282831512,Ciclabile,"LINESTRING (11.2807414051278 44.5173223771353, 11.2802917849346 44.5179028833273, 11.2796653331337 44.5187071380394)"
1452,Precedente 31/12/2021,100.0,Ciclabile,corsia preferenziale bus/bici,Porto - Saragozza,"{ ""lon"": 11.329545338347838, ""lat"": 44.490479229633486 }",MALPIGHI,4.861406801e-06,Ciclabile,"LINESTRING (11.32954533837774 44.490479229638, 11.329545338317937 44.490479229628974)"
1452,Precedente 31/12/2021,100.0,Ciclabile,corsia preferenziale bus/bici,Porto - Saragozza,"{ ""lon"": 11.329545338044419, ""lat"": 44.490479229587692 }",SARAGOZZA - SAN LUCA,4.4469475777e-05,Ciclabile,"LINESTRING (11.329545338317937 44.490479229628974, 11.3295453377709 44.4904792295464)"
657,Precedente 31/12/2021,293.0,Ciclabile,sede propria,Savena,"{ ""lon"": 11.387216677141389, ""lat"": 44.487699532314679 }",FOSSOLO - DUE MADONNE,293.1559073463063,Ciclabile,"LINESTRING (11.3881420110603 44.4887557212801, 11.3877747808166 44.4885869732314, 11.3873047293228 44.487880198107, 11.3866568770947 44.486903455389, 11.3865482920562 44.4866459295735, 11.3866120816264 44.4864586826653)"
2186,Precedente 31/12/2021,655.0,Itinerario ciclabile,corsia ciclabile su strada,Borgo Panigale - Reno,"{ ""lon"": 11.30071562871635, ""lat"": 44.490197926126655 }",BARCA,61.201964978395814,Itinerario ciclabile,"LINESTRING (11.3009826408124 44.4903961786241, 11.3004486166203 44.4899996736292)"
2195,Precedente 31/12/2021,153.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,Borgo Panigale - Reno,"{ ""lon"": 11.244191752106014, ""lat"": 44.52800329876198 }",BIRRA - BARGELLINO - LAVINO,152.61988014510334,Pedonale-Ciclabile,"LINESTRING (11.2442644669863 44.5282162151021, 11.2441415645467 44.528219466017, 11.2440466612192 44.5281967680624, 11.2440041099522 44.5281773720193, 11.2439413778467 44.5281305044027, 11.2439098726806 44.5280903330099, 11.2438899970506 44.528038477846, 11.2438896026837 44.5279651125719, 11.243905619664 44.5279216878072, 11.2439376361625 44.5278815655867, 11.243987691583 44.5278397980767, 11.2440472848918 44.5278104093079, 11.244127632865 44.5277896824753, 11.2441808444961 44.5277850869219, 11.2442485434986 44.5277883719567, 11.2443266411297 44.5278066298173, 11.244387751078 44.5278357486111, 11.2444135077511 44.5278527424237, 11.2444553975572 44.5278915988034, 11.244491922281 44.5279566936852, 11.2444991806235 44.5279963320459, 11.2444883008885 44.5280538652729, 11.2444648061268 44.5281028983833, 11.2444368773238 44.5281358409037, 11.2443782619653 44.528179527156, 11.2442644669863 44.5282162151021)"
1947,Precedente 31/12/2021,309.0,Ciclabile,sede propria,Borgo Panigale - Reno,"{ ""lon"": 11.277690941363128, ""lat"": 44.527575893937637 }",BIRRA - BARGELLINO - LAVINO,308.75741751464477,Ciclabile,"LINESTRING (11.2765466141819 44.5283571770105, 11.2766308121814 44.5283293228944, 11.2767362257821 44.5282988625758, 11.2768565150943 44.5282593819802, 11.2769344525292 44.5282272924637, 11.2769701244725 44.52820477273, 11.277014333627 44.52816681897, 11.2770505134527 44.5280788778646, 11.2771203307882 44.5279161286421, 11.2774089000962 44.5272714779821, 11.2774410903393 44.5272381222017, 11.2774830001057 44.5272198354529, 11.2778180981821 44.5271572415075, 11.2780084749722 44.5271178660948, 11.2781212155546 44.5271227156985, 11.2784865867198 44.5272315488385, 11.2785802230128 44.5273386976245, 11.2787196301101 44.5275989553593, 11.2788241010576 44.5278010149227)"
1240,Precedente 31/12/2021,121.0,Percorso naturalistico,pavimentato,Santo Stefano,"{ ""lon"": 11.375408660502698, ""lat"": 44.476703342593112 }",MURRI,120.5200178038255,Percorso naturalistico,"LINESTRING (11.3746914868883 44.4768018428209, 11.3749459692162 44.4768042708893, 11.3750495847819 44.4768003022117, 11.3751255297412 44.476800539537, 11.3754917207631 44.4767184951018, 11.375796323092 44.4766159458828, 11.3759516870156 44.4765441167615, 11.37609696932 44.4764738066007)"
1798,Precedente 31/12/2021,196.0,Ciclabile,sede propria,Borgo Panigale - Reno,"{ ""lon"": 11.275646395630833, ""lat"": 44.522492127119925 }",BORGO PANIGALE,195.77250800523106,Ciclabile,"LINESTRING (11.2745422868792 44.5228815999129, 11.2747045390649 44.5228333926307, 11.2755975154409 44.5225071260042, 11.2766018502787 44.52215040565, 11.2767509211609 44.5221034106817)"
489,Precedente 31/12/2021,548.0,Percorso naturalistico,sterrato,Savena,"{ ""lon"": 11.386761543015073, ""lat"": 44.465995722031451 }",PONTEVECCHIO - MAZZINI,2.526924332484485,Percorso naturalistico,"LINESTRING (11.386774342627827 44.46600244986635, 11.38674874340232 44.46598899419654)"
489,Precedente 31/12/2021,548.0,Percorso naturalistico,sterrato,Savena,"{ ""lon"": 11.384709807794307, ""lat"": 44.464642993560126 }",LUNGO SAVENA,489.0376262096162,Percorso naturalistico,"LINESTRING (11.386748742235559 44.46598899358326, 11.3861063694692 44.4656513444681, 11.3859807319538 44.4656539323493, 11.3857913963735 44.4656371445794, 11.3857075107092 44.4655975028235, 11.3855630382265 44.4654970581485, 11.385391954603 44.4653385629703, 11.3851814244902 44.4652247577139, 11.3849234660042 44.4651757499846, 11.3848349644285 44.4651426508338, 11.3847341243591 44.4650748826841, 11.3842902060424 44.4646145312715, 11.3840764732788 44.4643201813178, 11.3839504328099 44.4640395463963, 11.3837420023544 44.4637412340167, 11.3834287529044 44.4632782374538, 11.3833166327955 44.463066891142, 11.3832851312207 44.4629626483788, 11.3833285435292 44.4626946311845)"
2014,Precedente 31/12/2021,107.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.3143183676987, ""lat"": 44.503277636581103 }",SAFFI,107.00076440047955,Ciclabile,"LINESTRING (11.3146158291212 44.5037094721904, 11.3140209062762 44.5028458009718)"
1806,Precedente 31/12/2021,110.0,Ciclabile,sede propria,Navile,"{ ""lon"": 11.357861464837629, ""lat"": 44.512649787000313 }",BOLOGNINA,0.295222670119951,Ciclabile,"LINESTRING (11.357863212029661 44.51264933800002, 11.3578597176456 44.5126502360006)"
1806,Precedente 31/12/2021,110.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.357863520845854, ""lat"": 44.512649258639215 }",SAN DONATO VECCHIO,0.052191920803034,Ciclabile,"LINESTRING (11.357863829729 44.5126491792612, 11.357863211962705 44.51264933801722)"
1806,Precedente 31/12/2021,110.0,Ciclabile,sede propria,Navile,"{ ""lon"": 11.357863211996182, ""lat"": 44.512649338008615 }",BOLOGNINA,5.657060077e-06,Ciclabile,"LINESTRING (11.35786321202966 44.51264933800001, 11.357863211962705 44.51264933801722)"
946,Precedente 31/12/2021,231.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,Navile,"{ ""lon"": 11.358342622273268, ""lat"": 44.513629211000314 }",BOLOGNINA,230.7198688256127,Pedonale-Ciclabile,"LINESTRING (11.3588228988433 44.5146087701957, 11.3579115611228 44.5127500814644, 11.3578627410222 44.5126494589905)"
1343,Precedente 31/12/2021,365.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.403573649809273, ""lat"": 44.515396956795101 }",SAN DONATO NUOVO,364.7400637623015,Ciclabile,"LINESTRING (11.4041825214847 44.5142850497047, 11.4042638897763 44.5145070672233, 11.4042974166149 44.5145770920855, 11.4043464264735 44.5146390100433, 11.4044212933502 44.5147527242091, 11.4045217558161 44.5149118742119, 11.4045317503825 44.5149385414725, 11.4045262618364 44.5149733155639, 11.4045104309446 44.514996990637, 11.4044789423733 44.5150245323277, 11.4043785187555 44.5150584782492, 11.404315394757 44.5150859793905, 11.4042852426398 44.5151219807186, 11.404270138734 44.5151633232898, 11.4042743233927 44.5151929422848, 11.4042863805512 44.5152216880347, 11.4043069210151 44.5152644012604, 11.4043083171186 44.5152983229144, 11.4043042511889 44.515319628039, 11.4042915868144 44.5153481875376, 11.4042699167864 44.5153741075917, 11.4042323853613 44.5153989473222, 11.4041972934898 44.5154110039681, 11.4041355045926 44.5154229159579, 11.4040858577941 44.5154175964739, 11.404042921333 44.515407184348, 11.4039608538498 44.5153827432794, 11.403851711409 44.5153489703199, 11.4037549158248 44.5153269614166, 11.4036448449919 44.5153186711325, 11.4035366631224 44.5153322676797, 11.4034532333383 44.515361512161, 11.4033693777201 44.515409537781, 11.4032732400331 44.5155112589358, 11.4032031422968 44.5155685652369, 11.4031163384196 44.5156262235345, 11.4030508583671 44.5156603031889, 11.4029769928523 44.5157073204544, 11.4029135442098 44.5157636889897, 11.4028928756838 44.5158032050789, 11.4028741722511 44.5158362992688, 11.4028414812092 44.5158545342753, 11.4027206744001 44.5158985523964, 11.4025556127937 44.515950680516, 11.4024995658275 44.5159702049545, 11.402459045724 44.5159878072261, 11.4024311371374 44.5160139171059, 11.4024159712861 44.5160517220902, 11.4024158084353 44.5161019720981, 11.4024319584877 44.5161423077893, 11.4024315985697 44.5161606593539, 11.4023448279454 44.5163467038125, 11.4022677481883 44.5163871828384)"
1956,Precedente 31/12/2021,684.0,Itinerario ciclabile,corsia ciclabile su strada,Porto - Saragozza,"{ ""lon"": 11.302327156991, ""lat"": 44.491135332519626 }",SARAGOZZA - SAN LUCA,91.2915202708239,Itinerario ciclabile,"LINESTRING (11.3028876208332 44.4912116850373, 11.3024849871725 44.4911639626093, 11.3021897673736 44.491121927333, 11.3020394450634 44.4910972753515, 11.3019199236443 44.4910701588925, 11.3017728569059 44.491026894989)"
1361,Precedente 31/12/2021,262.0,Itinerario ciclabile,promiscuo veicolare,Santo Stefano,"{ ""lon"": 11.351104639458249, ""lat"": 44.495511367129303 }",IRNERIO,74.95148251878634,Itinerario ciclabile,"LINESTRING (11.3513889888252 44.4952424526349, 11.3508202900913 44.4957802816237)"
2129,Precedente 31/12/2021,115.0,Ciclabile,,Santo Stefano,"{ ""lon"": 11.356536762410968, ""lat"": 44.498645799392293 }",IRNERIO,0.35883337010818,,"LINESTRING (11.3565390052026 44.4986459733447, 11.356534519619336 44.49864562543988)"
888,Precedente 31/12/2021,297.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,Navile,"{ ""lon"": 11.344209301801826, ""lat"": 44.522660327682402 }",BOLOGNINA,142.6069024984698,Pedonale-Ciclabile,"LINESTRING (11.344577373669575 44.523224053747114, 11.3445261971832 44.5231772071764, 11.3443877187969 44.5230129722787, 11.3443225908365 44.5228963712075, 11.3442349487426 44.5227664732433, 11.3441641731795 44.522646056817, 11.3440644982368 44.5223532562142, 11.3440059008147 44.5223308723954, 11.3439751234106 44.5221801491006, 11.3439552912347 44.5220504882754)"
888,Precedente 31/12/2021,297.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,Navile,"{ ""lon"": 11.344583924673115, ""lat"": 44.523230050486482 }",BEVERARA,1.691175351136829,Pedonale-Ciclabile,"LINESTRING (11.344590474497242 44.52323604614622, 11.344577374848988 44.52322405482674)"
859,Precedente 31/12/2021,172.0,Ciclabile,sede propria,Navile,"{ ""lon"": 11.328708753248515, ""lat"": 44.512646562905225 }",BEVERARA,171.89502912719735,Ciclabile,"LINESTRING (11.3288488114617 44.5134083965461, 11.3288338657319 44.5133396662754, 11.3287826653091 44.5131219166111, 11.3287111244239 44.5128667339618, 11.3286368887658 44.5125440683441, 11.328641737847 44.5124291551548, 11.3286704310366 44.5120841265998, 11.328709364293 44.5118773414864)"
1827,Precedente 31/12/2021,371.0,Ciclabile,corsia preferenziale bus/bici,Porto - Saragozza,"{ ""lon"": 11.30928576888525, ""lat"": 44.505545942395699 }",SAFFI,0.063453616194804,Ciclabile,"LINESTRING (11.3092855410891 44.50554617679509, 11.3092859966814 44.5055457079963)"
1827,Precedente 31/12/2021,371.0,Ciclabile,corsia preferenziale bus/bici,Borgo Panigale - Reno,"{ ""lon"": 11.309283074510354, ""lat"": 44.505548714873854 }",SANTA VIOLA,0.686984802146964,Ciclabile,"LINESTRING (11.3092806082601 44.5055512526146, 11.309285540760607 44.505546177133105)"
771,Precedente 31/12/2021,373.0,Percorso naturalistico,pavimentato,Borgo Panigale - Reno,"{ ""lon"": 11.289172597889364, ""lat"": 44.512937000885628 }",CASTELDEBOLE - PONTELUNGO,373.7648009941422,Percorso naturalistico,"LINESTRING (11.2911883296473 44.5120648182964, 11.2910835897534 44.5121063615747, 11.2903857221067 44.5123948029803, 11.2895890813821 44.5127733360597, 11.2889891292007 44.5130377221281, 11.2872272694121 44.5137566198718, 11.287141823399 44.5137633446262)"
1493,Precedente 31/12/2021,80.0,Pedonale-Ciclabile,area pedonale,Porto - Saragozza,"{ ""lon"": 11.341615984119102, ""lat"": 44.495612937544806 }",MALPIGHI,79.5183156865663,Pedonale-Ciclabile,"LINESTRING (11.3420971063307 44.495514283956, 11.3419586797603 44.4955451126642, 11.341732137519 44.4956077387542, 11.3411298440779 44.4956852785367)"
960,Precedente 31/12/2021,163.0,Ciclabile,sede propria,Navile,"{ ""lon"": 11.36238114880566, ""lat"": 44.526753022008016 }",CORTICELLA - DOZZA,162.75928674534646,Ciclabile,"LINESTRING (11.3633372383038 44.5265318966075, 11.363148131543 44.5265420697148, 11.3630382724575 44.526565202042, 11.362236576539 44.5267841174702, 11.361789487647 44.5269039198416, 11.3616004980922 44.5269891781651, 11.3614520414795 44.5270673396462)"
2247,2022,107.0,Itinerario ciclabile,corsia ciclabile su strada,Navile,"{ ""lon"": 11.360719459777824, ""lat"": 44.536985492854818 }",CORTICELLA - DOZZA,106.85809018473141,Itinerario ciclabile,"LINESTRING (11.3608637439214 44.5370992978028, 11.3607997704654 44.5371280756718, 11.3607567397842 44.5371368460743, 11.3606959878114 44.5371380919415, 11.3606602265413 44.537133189783, 11.3606378297362 44.5371268920709, 11.360596037909 44.5371108610409, 11.3605757743141 44.5370994497506, 11.3605585731744 44.5370845388724, 11.3605355918596 44.5370664891569, 11.3605203113202 44.5370431576582, 11.3605069461354 44.5370096472022, 11.3605061026266 44.5369829220157, 11.360514815028 44.5369396641237, 11.3605317434384 44.5369122887736, 11.360560388317 44.5368824208328, 11.3605926972229 44.5368633980168, 11.3606267109394 44.5368472746901, 11.3606626389982 44.536838649412, 11.3606995123737 44.5368333876746, 11.3607318886686 44.5368332886112, 11.360765184261 44.5368359790201, 11.3608010872347 44.5368442514723, 11.3608291956149 44.536854379528, 11.3608598852728 44.53686951627, 11.3608899193288 44.5368887851451, 11.3609135212374 44.5369202199288, 11.3609248790536 44.5369441976613, 11.3609322890515 44.5369682564479, 11.3609341161788 44.5369913081158, 11.3609296439094 44.5370144891329, 11.36091089995 44.5370537205275, 11.3608637439214 44.5370992978028)"
1739,Precedente 31/12/2021,112.0,Pedonale-Ciclabile,area pedonale,Porto - Saragozza,"{ ""lon"": 11.342969054023467, ""lat"": 44.496362168315954 }",MALPIGHI,0.720878081491641,Pedonale-Ciclabile,"LINESTRING (11.342964625619233 44.496362857425005, 11.3429734824277 44.4963614792069)"
1653,Precedente 31/12/2021,138.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,San Donato - San Vitale,"{ ""lon"": 11.374044955593133, ""lat"": 44.499463022802288 }",SAN DONATO VECCHIO,138.4406834030002,Pedonale-Ciclabile,"LINESTRING (11.3732699606138 44.4997560022537, 11.3743947995808 44.4993155937864, 11.3745090413054 44.4992780222639, 11.3746151476005 44.4992597548388, 11.3748379201179 44.4992450695501)"
1199,Precedente 31/12/2021,110.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.36562552076629, ""lat"": 44.505955137802282 }",SAN DONATO VECCHIO,109.56178297004732,Ciclabile,"LINESTRING (11.3652127567642 44.5063494796685, 11.3653691137201 44.5061862907789, 11.3657766841238 44.5058222174835, 11.3660385763745 44.5055608747832)"
1315,Precedente 31/12/2021,567.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.369476575374472, ""lat"": 44.497216876077403 }",CIRENAICA - MASSARENTI - SCANDELLARA,567.1815153282771,Ciclabile,"LINESTRING (11.3666425740231 44.498557890476, 11.3673394619875 44.498296779417, 11.3678809436362 44.4980389178687, 11.3687585450868 44.4976118161528, 11.3699649255662 44.4971076721354, 11.3703878596141 44.4969445661585, 11.370510413286 44.4968771935693, 11.3709972577693 44.4966450695658, 11.371248345642 44.4964973747932, 11.3714135851289 44.4963993475766, 11.3714873454399 44.4963324660185, 11.371518793467 44.4962653495172, 11.3715327846709 44.4962091051314, 11.3715334624529 44.4961053741659, 11.3715149852604 44.4959705999589, 11.3714909063413 44.4959384995826, 11.3714238550134 44.495889863625, 11.3713662996966 44.4958748139805, 11.3712264066508 44.4958755584216, 11.3711091770547 44.4958734738769, 11.3710418685277 44.4958586383735, 11.3708261955507 44.4956998060601)"
1610,Precedente 31/12/2021,311.0,Percorso naturalistico,pavimentato,Borgo Panigale - Reno,"{ ""lon"": 11.30089233832641, ""lat"": 44.512426576860321 }",SANTA VIOLA,311.1762997223681,Percorso naturalistico,"LINESTRING (11.2994127374088 44.5124477600767, 11.2995566737039 44.5124118498064, 11.2998939022766 44.5123335474135, 11.300815375091 44.5120915240342, 11.3011856271949 44.5120012920311, 11.301265357167 44.5121686271395, 11.301436310798 44.5124815696888, 11.3015020182472 44.5125385161015, 11.3016661269162 44.5128566039399, 11.3017471756775 44.512855101965, 11.3018147673659 44.5129600403319, 11.3019298990268 44.5131980894857, 11.3020037191546 44.5132878215828)"
1667,Precedente 31/12/2021,415.0,Ciclabile,sede propria,Borgo Panigale - Reno,"{ ""lon"": 11.273876533235832, ""lat"": 44.523660460744239 }",BIRRA - BARGELLINO - LAVINO,0.588542880763324,Ciclabile,"LINESTRING (11.273875008410563 44.52365804769028, 11.2738780580611 44.5236628737982)"
1667,Precedente 31/12/2021,415.0,Ciclabile,sede propria,Borgo Panigale - Reno,"{ ""lon"": 11.273874684850911, ""lat"": 44.523657535653321 }",BIRRA - BARGELLINO - LAVINO,0.124885608290451,Ciclabile,"LINESTRING (11.27387436129126 44.52365702361636, 11.273875008410563 44.52365804769028)"
1667,Precedente 31/12/2021,415.0,Ciclabile,sede propria,Borgo Panigale - Reno,"{ ""lon"": 11.273859095355972, ""lat"": 44.523052717719743 }",BORGO PANIGALE,312.5859842866484,Ciclabile,"LINESTRING (11.2730011782857 44.5224078915616, 11.2733967750082 44.5230161105011, 11.2734942804533 44.5231237566618, 11.2735291758905 44.5231546362454, 11.2735637065639 44.5231762341456, 11.2736055666593 44.5231865375823, 11.2736497970271 44.5231912197679, 11.2736961794368 44.5231847120179, 11.2745014129654 44.5228972827424, 11.2745422868792 44.5228815999129, 11.2746138649074 44.5229879130447, 11.2738573777279 44.5232650642893, 11.2737789412105 44.5233130894167, 11.2737481617659 44.5233880176818, 11.2737454944959 44.5234530903939, 11.273874360805616 44.52365702284782)"
